StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,timing_info_consent_First Click,timing_info_consent_Last Click,timing_info_consent_Page Submit,timing_info_consent_Click Count,CONSENT,prolific ID,prolif_check,vax_att_1,vax_att_2,vax_att_3,vax_att_4,vax_att_5,att_check_1,vax_yet,vax_futureY,vax_futureN,timing_cntrl1_First Click,timing_cntrl1_Last Click,timing_cntrl1_Page Submit,timing_cntrl1_Click Count,timing_cntrl1_First Click,timing_cntrl1_Last Click,timing_cntrl1_Page Submit,timing_cntrl1_Click Count,timing_cntrl1_First Click,timing_cntrl1_Last Click,timing_cntrl1_Page Submit,timing_cntrl1_Click Count,timing_cntrl1_First Click,timing_cntrl1_Last Click,timing_cntrl1_Page Submit,timing_cntrl1_Click Count,timing_control_1_First Click,timing_control_1_Last Click,timing_control_1_Page Submit,timing_control_1_Click Count,timer_cntrl2_First Click,timer_cntrl2_Last Click,timer_cntrl2_Page Submit,timer_cntrl2_Click Count,timer_cntrl2_First Click,timer_cntrl2_Last Click,timer_cntrl2_Page Submit,timer_cntrl2_Click Count,timer_cntrl2_First Click,timer_cntrl2_Last Click,timer_cntrl2_Page Submit,timer_cntrl2_Click Count,timer_cntrl2_First Click,timer_cntrl2_Last Click,timer_cntrl2_Page Submit,timer_cntrl2_Click Count,timing_control2_First Click,timing_control2_Last Click,timing_control2_Page Submit,timing_control2_Click Count,timer_cntrl3_First Click,timer_cntrl3_Last Click,timer_cntrl3_Page Submit,timer_cntrl3_Click Count,timer_cntrl3_First Click,timer_cntrl3_Last Click,timer_cntrl3_Page Submit,timer_cntrl3_Click Count,timer_cntrl3_First Click,timer_cntrl3_Last Click,timer_cntrl3_Page Submit,timer_cntrl3_Click Count,timer_cntrl3_First Click,timer_cntrl3_Last Click,timer_cntrl3_Page Submit,timer_cntrl3_Click Count,timing_control3_First Click,timing_control3_Last Click,timing_control3_Page Submit,timing_control3_Click Count,timing_control4_First Click,timing_control4_Last Click,timing_control4_Page Submit,timing_control4_Click Count,timing_control4_First Click,timing_control4_Last Click,timing_control4_Page Submit,timing_control4_Click Count,timing_control4_First Click,timing_control4_Last Click,timing_control4_Page Submit,timing_control4_Click Count,timing_control4_First Click,timing_control4_Last Click,timing_control4_Page Submit,timing_control4_Click Count,timing_control4_First Click,timing_control4_Last Click,timing_control4_Page Submit,timing_control4_Click Count,Q1,timing_choice1_First Click,timing_choice1_Last Click,timing_choice1_Page Submit,timing_choice1_Click Count,Q2,timing_choice2_First Click,timing_choice2_Last Click,timing_choice2_Page Submit,timing_choice2_Click Count,Q3,timing_choice3_First Click,timing_choice3_Last Click,timing_choice3_Page Submit,timing_choice3_Click Count,Q4,timing_choice4_First Click,timing_choice4_Last Click,timing_choice4_Page Submit,timing_choice4_Click Count,post_vax_att_1,post_vax_att_2,post_vax_att_3,post_vax_att_4,post_vax_att_5,att_check_2,vax_future_2,experience_1,experience_2,experience_3,experience_4,information_1,information_2,information_3,information_4,ITT_1_A,ITT_2_A,ITT_3_A,timing_ITT_A_First Click,timing_ITT_A_Last Click,timing_ITT_A_Page Submit,timing_ITT_A_Click Count,ITT_1_F,ITT_2_F,ITT_3_F,timing_ITT_F_First Click,timing_ITT_F_Last Click,timing_ITT_F_Page Submit,timing_ITT_F_Click Count,discuss_1,read_1,age,gender,gender_4_TEXT,edu,take_part_again,anything_else,friend,PROLIFIC_PID,condition,clicked_t,clicked_f,FL_3_DO,Block1_Cntrl_DO,Block2_Cntrl_DO,Block3_Cntrl_DO,Block4_Cntrl_DO
24/05/2021,24/05/2021,IP Address,100,149,TRUE,24/05/2021 18:56,R_1Gvr8srTgAhXN6X,anonymous,EN,8.554,29.97,32.024,8,YES,NA,For (I feel positively about the vaccines),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
24/05/2021,24/05/2021,IP Address,100,210,TRUE,24/05/2021 18:56,R_2yswAawxP8HWOZl,anonymous,EN,176.308,176.308,176.995,1,YES,NA,For (I feel positively about the vaccines),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
24/05/2021,24/05/2021,IP Address,100,436,TRUE,24/05/2021 18:56,R_2vl9nVxJwbAoHCy,anonymous,EN,1.13,11.807,13.034,14,YES,NA,Neutral (I don't have strong opinions either way),Somewhat Disagree,Agree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Somewhat disagree,No,,Undecided,,,,,,,,,,,,,1.305,69.077,77.906,45,,,,,,,,,,,,,,,,,1.325,56.611,64.249,18,,,,,,,,,,,,,,,,,1.884,21.35,32.631,14,,,,,,,,,,,,,,,,,2.216,45.687,61.781,39,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat Agree,Agree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Somewhat agree,Undecided,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,It has not been tested for long enough ,We do not know the long term side effects ,It is not known whether it fully stops you from contracting Covid,1.385,20.078,38.431,9,I want to help protect vulnerable people around me ,I trust the vaccine companies to have done the correct testing ,There have been many successful vaccines throughout history that were once new vaccines ,1.288,23.955,39.114,5,Never,Never,24,Female,-99,"Postgraduate degree (MSc, MA, MPhil)",Very likely,-99,Yes,NA,control,0,0,FL_13,timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|1.1cntrl,timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|5.2cntrl,timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|3.3cntrl,timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|2.4cntrl
24/05/2021,24/05/2021,IP Address,100,102,TRUE,24/05/2021 18:57,R_3DupNNqmuldDpYC,anonymous,EN,3.078,57.092,57.768,25,YES,NA,For (I feel positively about the vaccines),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
24/05/2021,24/05/2021,IP Address,100,906,TRUE,24/05/2021 18:57,R_PY8J6CN0wfo9r2N,anonymous,EN,13.733,36.766,38.174,14,YES,NA,Neutral (I don't have strong opinions either way),Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat disagree,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Do I really need a vaccine?,2.373,58.218,64.092,17,"Could the virus mutate, reducing the effectiveness of the vaccine?",72.467,196.299,197.25,11,Is the pharmaceutical industry getting richer because of these vaccines?,2.173,59.511,64.701,13,Is herd immunity possible without vaccination?,6.038,86.98,92.341,18,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat agree,No,Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,They are afraid they will get ill after receiving the vaccine,They don't trust there is sufficient studies done on the long term effects of the vaccine,They don't feel covid is as serious as the media is implying.,6.35,95.928,96.41,15,They want life to get back to normality,They want to protect themselves as well as their loved ones,They feel its the right thing to do for the benefit of the masses,14.792,51.183,70.729,6,Rarely,Once or twice a year,34,Female,-99,"GCSEs,Vocational Training / Apprenticeship",Very likely,-99,No,NA,choice,0,0,FL_14,,,,
24/05/2021,24/05/2021,IP Address,100,510,TRUE,24/05/2021 18:57,R_32JEH5n5m2yTube,anonymous,EN,3.331,16.543,17.858,8,YES,NA,Neutral (I don't have strong opinions either way),Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Agree,Somewhat disagree,Yes,Yes,,,,,,,,,,,,,,20.981,59.037,60.21,6,,,,,,,,,,,,,,,,,9.152,42.593,53.053,5,,,,,,,,,,,,,,,,,2.297,14.58,15.401,3,,,,,,,,,,,,,,,,,22.587,57.908,59.004,5,,,,,,,,,,,,,,,,,,,,,,,,,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Agree,Somewhat agree,Yes,Somewhat Agree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,"It's unsafe, not tested enough",It's part of a conspiracy,I don't believe covid is real and therefore don't need a vaccine,6.482,97.585,98.337,14,It protects myself and others,It's the sensible thing to do,It means things can get back to normal,2.696,50.28,51.022,8,Rarely,Rarely,39,Male,-99,A levels,Very likely,-99,Yes,NA,control,0,0,FL_13,timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|5.1cntrl,timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|2.2cntrl,timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|3.3cntrl,timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|1.4cntrl
24/05/2021,24/05/2021,IP Address,100,797,TRUE,24/05/2021 18:57,R_3dVN2EBiXZR7pJN,anonymous,EN,4.154,39.91,41.736,16,YES,NA,Against (I feel negatively about the vaccines),Disagree,Somewhat Agree,Disagree,Disagree,Disagree,Somewhat disagree,No,,No,,,,,,,,,,,,,1.316,139.347,141.615,17,,,,,,,,,,,,,,,,,8.087,79.355,80.912,8,,,,,,,,,,,,,,,,,7.92,99.027,106.858,6,,,,,,,,,,,,,,,,,10.542,87.554,93.871,10,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Somewhat Agree,Disagree,Disagree,Disagree,Somewhat agree,No,Somewhat Agree,Neither Agree nor Disagree,Disagree,Somewhat Agree,Agree,Somewhat Agree,Disagree,Neither Agree nor Disagree,There hasn‰Ûªt been enough time to develop a safe vaccine,There hasn‰Ûªt been enough time to see if the vaccines cause side effects,The vaccine is being funded by Bill Gates so he can have full control of the world population,8.172,48.974,86.356,3,"To protect myself, my family and others from Covid-19",To get back to normality,To make myself feel safe again,5.636,46.115,46.576,5,Most months,Most months,26,Male,-99,GCSEs,Very likely,-99,Yes,NA,control,0,0,FL_13,timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|3.1cntrl,timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|5.2cntrl,timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|4.3cntrl,timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|5.4cntrl
24/05/2021,24/05/2021,IP Address,100,406,TRUE,24/05/2021 18:57,R_54nnuMPdw9rH6Yp,anonymous,EN,4.284,7.253,7.994,3,YES,NA,Neutral (I don't have strong opinions either way),Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat disagree,Yes,Yes,,,,,,,,,,,,,,1.4,1.4,3.6,1,,,,,,,,,,,,,,,,,1.49,8.346,9.569,8,,,,,,,,,,,,,,,,,2.092,4.952,8.592,4,,,,,,,,,,,,,,,,,4.323,6.882,8.177,4,,,,,,,,,,,,,,,,,,,,,,,,,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat agree,Yes,Disagree,Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Strongly Agree,Its hasnt been tested for long enough ,My immunity is enough ,We do not know the long term effects,5.041,104.9,106.933,6,It protects me and my family ,It lessens the risk of severe illness,I want to go back to normality ,1.682,76.049,76.556,12,Rarely,Never,48,Female,-99,Vocational Training / Apprenticeship,Very likely,-99,Yes,NA,control,0,0,FL_13,timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|5.1cntrl,timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|3.2cntrl,timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|5.3cntrl,timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|4.4cntrl
24/05/2021,24/05/2021,IP Address,100,1532,TRUE,24/05/2021 18:57,R_3fZxqCnSV66B6Pd,anonymous,EN,119.837,119.837,121.086,1,YES,NA,Against (I feel negatively about the vaccines),Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Somewhat disagree,No,,No,,,,,,,,,,,,,0,0,87.307,0,,,,,,,,,,,,,,,,,0,0,104.659,0,,,,,,,,,,,,,,,,,0,0,79.804,0,,,,,,,,,,,,,,,,,0,0,82.131,0,,,,,,,,,,,,,,,,,,,,,,,,,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Somewhat agree,No,Agree,Neither Agree nor Disagree,Disagree,Somewhat Disagree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,PCR test gives bogus results when magnified beyond 20 cycles. Average cycles of 2020 were 45 until January 2021 when WHO (quietly) told scientists to lower the cycle threshold.,Look at county burial and cremation stats from 2020 you will see that on average more people died in 2017 ,Old people were murdered from March last year when they were taken out of hospitals and put into care homes. They had DNR notices slapped on them and left to die with no famiily to hold their hand.,10.28,495.76,518.729,15,"They are scared of dying because the telly, government and sage told them they would.",They are doing it for society to move forward.,Because they want to go on holiday.,6.208,139.136,158.177,6,Most days,Most days,54,Female,-99,A levels,Very likely,I bet you don't get many responses like this :-),Yes,NA,control,0,0,FL_13,timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|2.1cntrl,timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|3.2cntrl,timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|2.3cntrl,timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|4.4cntrl
24/05/2021,24/05/2021,IP Address,100,2597,TRUE,24/05/2021 18:57,R_1I5kxo5TjkjKmiR,anonymous,EN,6.467,169.518,171.712,31,YES,NA,Against (I feel negatively about the vaccines),Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat disagree,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Do I really need a vaccine?,21.476,204.366,205.371,56,Are vaccines dangerous in general?,8.619,206.864,208.035,74,Is the pharmaceutical industry getting richer because of these vaccines?,22.274,169.787,171.88,42,How is the Covid-19 vaccine different to other vaccines?,6.213,186.757,187.651,76,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat agree,No,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Strongly Disagree,Disagree,Strongly Agree,The long-term side effects are unknown and the vaccine was rushed. Various companies have released their own vaccine and many of them has made a considerably amount of money.,I don't think a virus exists so their is no apparent reason why I need to have a vaccine. The mainstream media created mass histeria and most of the general public fell victim to it,Every year people get the flu but for some reason nobody caught flu this year. If this virus truly existed then every person on planet earth would be queuing up for the vaccine,39.632,825.297,828.254,54,I know people who have had the virus and I am really worried about contracting it. The vaccine will give me peace of mind,They talk about this everyday on the news so it must be true. Governments around the world wouldn't lie to the general public,This virus is more dangerous than the flu. Vaccines that are placed on the market are safe and have zero side effects,9.235,359.153,361.396,11,Never,Never,27,Male,-99,"Undergraduate degree (BSc, BA)",Neither likely or unlikely,-99,No,NA,choice,0,0,FL_14,,,,
24/05/2021,24/05/2021,IP Address,100,51,TRUE,24/05/2021 18:58,R_3KuSEygsuspRSsP,anonymous,EN,22.272,22.272,24.488,1,YES,NA,For (I feel positively about the vaccines),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
24/05/2021,24/05/2021,IP Address,100,490,TRUE,24/05/2021 18:58,R_20OkN7QVCk6FMjj,anonymous,EN,2.121,7.853,8.626,4,YES,NA,Against (I feel negatively about the vaccines),Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat disagree,Yes,Undecided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Are the vaccines effective?,6.549,61.605,62.507,9,Do we know enough about Covid-19 to develop a vaccine?,3.445,29.622,32.442,5,Are there serious side effects to the vaccine?,10.538,25.869,26.634,4,Is herd immunity possible without vaccination?,4.434,12.091,12.763,4,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat agree,Undecided,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Agree,Somewhat Disagree,Disagree,Somewhat Disagree,"Too quickly developed ",It‰Ûªs part of a conspiracy ,We don‰Ûªt know what‰Ûªs in the vaccine ,10.706,63.459,81.37,7,It protects everyone else ,We can trust the government ,It means you can travel ,28.555,49.005,59.432,6,Most days,Most weeks,40,Female,-99,Vocational Training / Apprenticeship,Very likely,-99,Yes,NA,choice,0,0,FL_14,,,,
24/05/2021,24/05/2021,IP Address,100,1030,TRUE,24/05/2021 18:58,R_pSIujUdGjhVEiWJ,anonymous,EN,11.215,11.215,12.815,1,YES,NA,Neutral (I don't have strong opinions either way),Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat disagree,Yes,Undecided,,,,,,,,,,,,,,39.986,104.215,106.249,3,,,,,,,,,,,,,,,,,49.548,79.215,125.437,2,,,,,,,,,,,,,,,,,39.33,41.569,71.88,2,,,,,,,,,,,,,,,,,18.687,49.983,69.289,2,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat agree,Undecided,Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Agree,Neither Agree nor Disagree,Strongly Disagree,Disagree,I don't feel that the vaccine has been tested widely enough or for long enough,I don't want to feel ill because of any affects from the virus or from any side effects it might give me,I don't know if it is safe as there has not been enough testing on it. As reported the virus  keeps changing so how do we know that the vaccine I am getting will help protect me from that strain      ,6.69,232.456,233.069,24,The vaccines are tested and they would not globally administer a vaccine without there being through testing with safety measures,"Think back to how other diseases have been eradicated over the years, for example mumps, measles, through vaccines      ",This can also help those few people that can not have the vaccine for whatever reason as you will not get the virus and therefore will not pass it on to those who are un vaccinated. This can help keep,4.701,243.383,243.9,21,Rarely,Once or twice a year,49,Female,-99,"Undergraduate degree (BSc, BA)",Somewhat likely,-99,Yes,NA,control,0,0,FL_13,timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|4.1cntrl,timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|1.2cntrl,timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|4.3cntrl,timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|1.4cntrl
24/05/2021,24/05/2021,IP Address,100,1472,TRUE,24/05/2021 18:58,R_3ls0ztYhOpjEXGl,anonymous,EN,7.828,148.618,149.893,62,YES,NA,Neutral (I don't have strong opinions either way),Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat disagree,Yes,Yes,,,,,,,,,,,,,,5.574,177.63,178.679,51,,,,,,,,,,,,,,,,,3.85,145.442,163.875,38,,,,,,,,,,,,,,,,,4.501,103.99,106.784,28,,,,,,,,,,,,,,,,,3.581,117.537,118.483,30,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Agree,Somewhat Disagree,Agree,Agree,Somewhat disagree,Yes,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,They are worried the vaccine was created too fast.,They are worried about possible side effects of the vaccination.,"They believe that measures such as wearing face masks, social distancing and room ventilation will work in keeping covid deaths down rather than having the vaccination.",28.248,222.323,227.601,17,Having a vaccine will help protect the health systems.,Having a vaccination will help us as a country to get back to a normal way of life faster than either herd immunity or physical restrictions.,The vaccinations are safe as there have been collaborations with laboratories and manufacturers world wide and protocols have been made available online for the public to see.,18.069,159.226,230.974,5,Most months,A few times a year,32,Female,-99,A levels,Very likely,-99,Yes,NA,control,0,0,FL_13,timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|5.1cntrl,timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|4.2cntrl,timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|5.3cntrl,timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|5.4cntrl
24/05/2021,24/05/2021,IP Address,100,689,TRUE,24/05/2021 18:58,R_SN4w0kuKrVXZzz3,anonymous,EN,3.401,7.066,8.215,3,YES,NA,Against (I feel negatively about the vaccines),Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat disagree,Yes,Undecided,,,,,,,,,,,,,,2.472,65.561,70.441,23,,,,,,,,,,,,,,,,,1.954,23.672,32.218,5,,,,,,,,,,,,,,,,,4.216,23.868,30.59,6,,,,,,,,,,,,,,,,,2.288,19.114,26.879,4,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat disagree,Undecided,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Vaccines dont work and its just a placebo.,It is going to mess with their immune system or the diea of letting a foreign substance into their body feels uneasy.,This is governments way of controlling the population. Or the have nano chips inside the vaccines that are used to track the public.,4.835,144.779,146.737,9,If its being reported on the news then it might be safe.,Friend/colleague/family member/relative have received the vaccine and it feels safe.,Receiving the vaccine might allow them entry to countries or places that require you to be vaccinated.,6.83,93.577,121.16,9,Never,Most days,24,Female,-99,"Undergraduate degree (BSc, BA)",Very likely,Questions were easy to answer to as they were straight to the point. ,Yes,NA,control,0,1,FL_13,timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|1.1cntrl,timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|4.2cntrl,timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|2.3cntrl,timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|4.4cntrl
24/05/2021,24/05/2021,IP Address,100,1125,TRUE,24/05/2021 18:59,R_zVcV4STS31Ijf1L,anonymous,EN,10.627,26.036,28.733,10,YES,NA,Neutral (I don't have strong opinions either way),Somewhat Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Somewhat disagree,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Do I really need a vaccine?,8.644,193.445,194.709,25,Do we know enough about Covid-19 to develop a vaccine?,3.524,159.246,160.776,14,Aren't other treatments preferable to vaccines?,0.872,29.813,49.951,6,Wouldn't it be better to invest in treatments for Covid-19 rather than vaccines?,13.633,119.731,125.97,6,Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Somewhat agree,Yes,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Agree,Strongly Agree,Somewhat Disagree,Neither Agree nor Disagree,That the vaccines is not safe,The vaccines been made in less time it needs more time ,They don‰Ûªt believe in Covid 19,13.522,76.041,89.2,9,It‰Ûªs effective and safe,It‰Ûªs not only for one person it‰Ûªs for others safety too,It‰Ûªs important to save the world with little bit of own contribution ,30.353,78.637,115.867,3,A few times a year,Most months,32,Female,-99,Vocational Training / Apprenticeship,Very likely,I found this study very interesting and informative. I appreciate the way it designed. Thanks,Yes,NA,choice,0,0,FL_14,,,,
24/05/2021,24/05/2021,IP Address,100,52,TRUE,24/05/2021 18:59,R_26mwRUpCDt5gQMG,anonymous,EN,17.767,17.767,19.077,1,YES,NA,For (I feel positively about the vaccines),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
24/05/2021,24/05/2021,IP Address,100,64,TRUE,24/05/2021 18:59,R_2eWgcuyiMflzRQ8,anonymous,EN,2.977,2.977,4.531,1,YES,NA,For (I feel positively about the vaccines),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
24/05/2021,24/05/2021,IP Address,100,463,TRUE,24/05/2021 18:59,R_2RNR3gIpIs53kdl,anonymous,EN,2.553,12.685,14.508,4,YES,NA,Against (I feel negatively about the vaccines),Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat disagree,Yes,Undecided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Are the vaccines effective?,2.646,42.285,43.239,10,"Could the virus mutate, reducing the effectiveness of the vaccine?",1.34,14.826,25.166,2,"Will the vaccine be effective long term, or can immunity go away?",3.295,15.547,16.472,4,Is herd immunity possible without vaccination?,1.962,12.91,20.761,4,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat agree,Undecided,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Disagree,Somewhat Agree,It‰Ûªs not been tested enough,We don‰Ûªt know how long the vaccine will last,It won‰Ûªt cover all variants and you‰Ûªre injecting my body with chemicals that might not work ,9.31,32.024,63.109,5,I want life back to normal ,I want to go in holiday,Because I‰Ûªve been told to ,4.794,26.361,36.978,5,A few times a year,A few times a year,53,Female,-99,A levels,Very likely,-99,Yes,NA,choice,0,0,FL_14,,,,
24/05/2021,24/05/2021,IP Address,100,33,TRUE,24/05/2021 18:59,R_1d9WkZFQpiq11C4,anonymous,EN,5.873,5.873,13.789,1,YES,NA,For (I feel positively about the vaccines),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
