"StartDate","EndDate","Duration","timing_info_consent_Page.Submit","CONSENT","prolif_check","vax_att_1","vax_att_2","vax_att_3","vax_att_4","vax_att_5","att_check_1","vax_yet","vax_futureY","vax_futureN","timing_cntrl1_Page.Submit.3","timer_cntrl2_Page.Submit.3","timer_cntrl3_Page.Submit.3","timing_control4_Page.Submit.3","Q1","timing_choice1_Page.Submit","Q2","timing_choice2_Page.Submit","Q3","timing_choice3_Page.Submit","Q4","timing_choice4_Page.Submit","post_vax_att_1","post_vax_att_2","post_vax_att_3","post_vax_att_4","post_vax_att_5","att_check_2","vax_future_2","experience_1","experience_2","experience_3","experience_4","information_1","information_2","information_3","information_4","ITT_1_A","ITT_2_A","ITT_3_A","timing_ITT_A_Page.Submit","ITT_1_F","ITT_2_F","ITT_3_F","timing_ITT_F_Page.Submit","discuss_1","read_1","age","gender","gender_4_TEXT","edu","take_part_again","anything_else","friend","condition","clicked_t","clicked_f","FL_3_DO","Block1_Cntrl_DO","Block2_Cntrl_DO","Block3_Cntrl_DO","Block4_Cntrl_DO","ID","vax_yet_1","vax_future","vax_future_1","vax_change","vax_positive","choice_cond","control_info_time","choice_info_time"
"17/05/2021 10:37","17/05/2021 10:46",558,17.352,"YES","Against (I feel negatively about the vaccines)","Disagree","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree","Neither Agree nor Disagree","Somewhat disagree","No","","Undecided",68.891,43.92,68.271,74.387,"",NA,"",NA,"",NA,"",NA,"Disagree","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree","Neither Agree nor Disagree","Strongly agree",0,"Somewhat Agree","Disagree","Somewhat Agree","Somewhat Agree","Agree","Disagree","Agree","Strongly Agree","They donäó»t know the long term effects to their health ","Itäó»s not been trialled for long enough","They donäó»t need it and can fight good off without it ",52.879,"It protects others if they have the vaccine such as the elderly and sick people ","It protects them from serious effects of Covid such as lung conditions ","I want to travel freely and have to have the vaccine to do so ",70.009,"Most weeks","Rarely","33","Female","-99","A levels","Very likely","-99","Yes","control","0","0","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|4.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|4.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|5.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|1.4cntrl",79,0,"Undecided ",0,0,0,0,255.469,NA
"17/05/2021 10:32","17/05/2021 10:47",859,4.17,"YES","Against (I feel negatively about the vaccines)","Somewhat Disagree","Somewhat Disagree","Strongly Disagree","Disagree","Disagree","Somewhat disagree","No","","No",11.374,70.142,13.407,10.619,"",NA,"",NA,"",NA,"",NA,"Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Somewhat agree",-1,"Neither Agree nor Disagree","Neither Agree nor Disagree","Disagree","Disagree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Disagree","Disagree","They don't feel their is enough research to support it. ","They may fear the side affects. ","They never have had vaccines so why start now?",57.204,"They feel it will make them immune to the virus. ","The benefits out-weigh the risks.","They would rather take their chances with the vaccine than contract covid. ",34.871,"Rarely","Rarely","23","Female","-99","Undergraduate degree (BSc, BA)","Very likely","-99","Yes","control","0","0","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|2.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|3.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|5.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|1.4cntrl",80,0,"No ",-1,0,0,0,105.542,NA
"17/05/2021 10:12","17/05/2021 10:47",2049,42.258,"YES","Against (I feel negatively about the vaccines)","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat disagree","No","","No",227.946,126.62,98.52,69.939,"",NA,"",NA,"",NA,"",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat agree",-1,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Neither Agree nor Disagree","Are you being brainwashed by the media? 
Media is the main culprint in spreading false information to forward the agenda of vaccinating people.  forward their de-population global re-set agenda. ","This injection is still in its third phase trial, for Pfizer this third trial ends by Jan 2023 and others in 2022. despite this they have injected millions of people( fourth trial). Media is lying. ","Do you have the informed consent?
Everbody should be given informed consent about the side effects of this injection (it is not vaccine).  Which they have not. The sold Media is hiding the side effect",862.647,"I wan to to protect myself and my family.  ","When media and the medical authorities says so then this vaccine should be safe.","They will not allow me to travel or apply for jobs if i dont take this injection, no matter how lethal it is. They will just force it on us even thought the death rate of this virus is less than 0.05%",338.787,"Most months","Most weeks","40","Male","-99","Undergraduate degree (BSc, BA)","Likely","-99","No","control","0","0","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|1.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|4.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|1.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|5.4cntrl",81,0,"No ",-1,0,0,0,523.025,NA
"17/05/2021 10:28","17/05/2021 10:47",1127,117.487,"YES","Against (I feel negatively about the vaccines)","Somewhat Disagree","Neither Agree nor Disagree","Disagree","Strongly Disagree","Somewhat Disagree","Somewhat disagree","Yes","No","",71.368,86.127,68.55,101.635,"",NA,"",NA,"",NA,"",NA,"Somewhat Disagree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat agree",0,"Somewhat Agree","Somewhat Agree","Disagree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Disagree","Disagree","The pharma companies cannot be trusted. They have trialled vaccines in other countries and people have died from the vaccine. ","The vaccine is not actually a vaccine as it does not contain any of the virus. It contains MRNA which can change someones DNA. ","Doctors that are against the vaccine are being silenced. These are doctors/virologists with years of experience. ",201.686,"They want to go on holiday again","They just think they should have it so they don't get Covid","To get back to normal ",96.862,"Most days","Most days","52","Female","-99","Undergraduate degree (BSc, BA)","Somewhat likely","I understand that people who refuse the vaccine are called conspiracy theorists but I am just wary of it. I have had COVID 19 and was in hospital for 48 hours. I know people who have died from it but I am still worried that the vaccine is being pushed on children and younger people when the survival rate is so high. I will not be allowing my children to have the vaccine. The issue is that the people who are promoting that people have the vaccine have all spoken about population control. ","Yes","control","0","0","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|4.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|2.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|3.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|5.4cntrl",82,1," No",-1,1,1,0,327.68,NA
"17/05/2021 10:14","17/05/2021 10:48",2041,9.331,"YES","Against (I feel negatively about the vaccines)","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat disagree","No","","No",12.616,162.99,156.504,308.45,"",NA,"",NA,"",NA,"",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat agree",-1,"Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Disagree","Disagree","Disagree","from my personal experience with vaccination, I started getting body pain, like pins and needles all over my body immediately after taking a vaccination and after consulting my health professional, ","After my child got a vaccination, she stopped talking and started regression and signs of lack of social skills, this was after a vaccination and I would therefore never take a vaccination of recommen","No matter what anybody says to me, after all my personal experience, I will never take a vaccination again or recommend anybody take them. they are highly dangerous ",283.718,"Because they believe the scientists and whatever mind manipulation the media keeps going on about.","Believing the inaccurate numbers of people dying from covid ","scared that if they dont take the vaccination, they could pass it on to other.....",120.88,"Rarely","Most months","36","Female","-99","Postgraduate degree (MSc, MA, MPhil)","Very likely","intresting survey","Yes","control","0","0","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|5.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|1.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|4.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|3.4cntrl",83,0,"No ",-1,0,0,0,640.56,NA
"17/05/2021 10:22","17/05/2021 10:48",1563,130.166,"YES","Against (I feel negatively about the vaccines)","Somewhat Disagree","Neither Agree nor Disagree","Strongly Disagree","Neither Agree nor Disagree","Strongly Agree","Somewhat disagree","No","","No",35.487,61.719,74.638,67.624,"",NA,"",NA,"",NA,"",NA,"Somewhat Disagree","Somewhat Agree","Strongly Disagree","Somewhat Disagree","Strongly Agree","Somewhat agree",0,"Somewhat Agree","Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","Agree","Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","The AstraZeneca can cause blood clots (mostly affecting young people) which can result in serious life changing effects or death.","There is not enough data to prove what side-effects the vaccine has had, and historical vaccine incidents has shown that the correlation between side-effects and a vaccine has appeared many years afte","Currently, it is unknown if vaccines will protect against other variant strains of covid.",846.197,"It is a step in the direction of the world returning to some kind of ""normalcy"".","It can lesson the effects of covid in instance that you contract it.","it is a safer way to build protection against covid, than people naturally catching the virus (aka chicken pox parties for children)",164.971,"Most days","Most weeks","27","Male","-99","A levels","Very likely","-99","Yes","control","0","0","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|4.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|4.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|2.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|4.4cntrl",84,0,"No ",-1,1,1,0,239.468,NA
"17/05/2021 10:34","17/05/2021 10:48",888,8.857,"YES","Against (I feel negatively about the vaccines)","Somewhat Agree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat disagree","No","","Undecided",NA,NA,NA,NA,"Are the vaccines safe?",21.483,"Could the virus mutate, reducing the effectiveness of the vaccine?",3.49,"Is the pharmaceutical industry getting richer because of these vaccines?",5.442,"Wouldn't it be better to invest in treatments for Covid-19 rather than vaccines?",2.14,"Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Somewhat agree",1,"Agree","Somewhat Agree","Somewhat Disagree","Disagree","Somewhat Agree","Agree","Disagree","Somewhat Disagree","We haven't had enough time to develop it ","the government are trying to track us","they are anti vaxxers",44.543,"to prevent the spread of the virus","so they do not get poorly ","to protect loved ones",27.852,"Most months","A few times a year","28","Male","-99","A levels","Very likely","-99","Yes","choice","0","0","FL_14","","","","",85,0,"Undecided ",0,1,1,1,NA,32.555
"17/05/2021 10:36","17/05/2021 10:49",760,14.462,"YES","Against (I feel negatively about the vaccines)","Disagree","Disagree","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Somewhat disagree","No","","No",97.536,63.789,63.617,78.945,"",NA,"",NA,"",NA,"",NA,"Disagree","Disagree","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Somewhat agree",-1,"Agree","Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","Agree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","I do not trust what has been put in the vaccine.","Not enough time has been spent on seeing whether the vaccine even works.","There is no need for the vaccine as ive already been diagnosed with covid-19",160.963,"I fully trust the doctors.","The vaccine will help stop it spreading.","I dont care about all the side effects.",79.984,"Once or twice a year","A few times a year","30","Female","-99","GCSEs","Very likely","-99","Yes","control","0","0","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|3.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|5.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|4.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|4.4cntrl",86,0,"No ",-1,0,0,0,303.887,NA
"17/05/2021 10:27","17/05/2021 10:51",1461,20.225,"YES","Against (I feel negatively about the vaccines)","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat disagree","No","","No",163.103,171.151,86.21,133.207,"",NA,"",NA,"",NA,"",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat agree",-1,"Somewhat Agree","Somewhat Disagree","Disagree","Disagree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree","It is not safe and therefore I donäó»t want it. I might die etc ","The virus is not real and there is no need for a vaccine. ","I am scared of the side effects and what it will do to my health in the future ",55.066,"It is safe and has been thoroughly tested ","We all have to get it in order to fight the virus. ","The virus is real and is life threatening ",58.999,"A few times a year","Most months","25","Female","-99","Undergraduate degree (BSc, BA)","Very likely","-99","Yes","control","0","0","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|1.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|4.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|3.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|3.4cntrl",87,0,"No ",-1,0,0,0,553.671,NA
"17/05/2021 10:14","17/05/2021 10:52",2281,173.851,"YES","Against (I feel negatively about the vaccines)","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat disagree","No","","Undecided",NA,NA,NA,NA,"Have the vaccines been rushed?",466.766,"Could the virus mutate, reducing the effectiveness of the vaccine?",218.096,"Aren't other treatments preferable to vaccines?",143.097,"How is the Covid-19 vaccine different to other vaccines?",385.868,"Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat agree",1,"Strongly Agree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Disagree","They don't see the need, they think that our immune system should be able to fight it and develop as result.","People are only focused on the number of deaths, rather than those who have had the virus and recovered. ","More people die every year from the seasonal flu than have died from the Covid virus",192.167,"They might say that its better than dying from the virus ","They want their freedom back and want to return to ""normal"" and no more lockdowns. ","They want to be able to meet with friends and family again without mask and social distancing ",122.759,"Rarely","Rarely","37","Female","-99","GCSEs,Vocational Training / Apprenticeship,A levels,Undergraduate degree (BSc, BA)","Very likely","I think this was a very interesting study... but I also found the language used interesting...there was a section where it referenced ""adverse events"" as opposed to saying ""adverse effects"". There was a clear leaning in favor of vaccine. ","Yes","choice","0","0","FL_14","","","","",88,0,"Undecided ",0,1,1,1,NA,1213.827
